単元,Q.単元,品詞,Q.品詞,単語,異形,Q.単語,出現回数,answer,間違い1,間違い2,間違い3,kaisetsu,辞書引用,抜粋,ランダム,ショートコード,,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,流音子音,流音子音クイズ,παραγγέλλω（+与格）,,Q. παραγγέλλω（+与格）,32,命ずる,付きそう,聞き従う,食べる,(32)命ずる,命ずる,(32)命ずる,"""true""","[quiz question=""命ずる,付きそう,聞き従う,食べる"" answer=""命ずる"" kaisetsu=""(32)命ずる"" random=""true""]παραγγέλλω（+与格）[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,流音子音,流音子音クイズ,αἴρω,,Q. αἴρω,101,上げる,皮肉を言う,嘘をつく,下げる,(101)上げる,上げる,(101)上げる,"""true""","[quiz question=""上げる,皮肉を言う,嘘をつく,下げる"" answer=""上げる"" kaisetsu=""(101)上げる"" random=""true""]αἴρω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,流音子音,流音子音クイズ,ἀποκτεἰνω,,Q. ἀποκτεἰνω,74,殺す,生かす,失う,参加する,(74)殺す,殺す,(74)殺す,"""true""","[quiz question=""殺す,生かす,失う,参加する"" answer=""殺す"" kaisetsu=""(74)殺す"" random=""true""]ἀποκτεἰνω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,流音子音,流音子音クイズ,κρίνω,,Q. κρίνω,114,裁く,従う,栗拾う,許す,(114)裁く,裁く,(114)裁く,"""true""","[quiz question=""裁く,従う,栗拾う,許す"" answer=""裁く"" kaisetsu=""(114)裁く"" random=""true""]κρίνω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,流音子音,流音子音クイズ,μένω,,Q. μένω,118,留まる,行く,走る,動き回る,(118)留まる,留まる,(118)留まる,"""true""","[quiz question=""留まる,行く,走る,動き回る"" answer=""留まる"" kaisetsu=""(118)留まる"" random=""true""]μένω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,流音子音,流音子音クイズ,ὀφείλω,,Q. ὀφείλω,35,負い目、義務がある,免除される,許される,自由になる,(35)負い目、義務がある,負い目、義務がある,(35)負い目、義務がある,"""true""","[quiz question=""負い目、義務がある,免除される,許される,自由になる"" answer=""負い目、義務がある"" kaisetsu=""(35)負い目、義務がある"" random=""true""]ὀφείλω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,流音子音,流音子音クイズ,σπεἰρω,,Q. σπεἰρω,52,蒔く,刈り取る,滑る,登る,(52)蒔く,蒔く,(52)蒔く,"""true""","[quiz question=""蒔く,刈り取る,滑る,登る"" answer=""蒔く"" kaisetsu=""(52)蒔く"" random=""true""]σπεἰρω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,流音子音,流音子音クイズ,ἀποστέλλω,,Q. ἀποστέλλω,132,遣わす,召される,壊す,指摘する,(132)遣わす,遣わす,(132)遣わす,"""true""","[quiz question=""遣わす,召される,壊す,指摘する"" answer=""遣わす"" kaisetsu=""(132)遣わす"" random=""true""]ἀποστέλλω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,流音子音,流音子音クイズ,ἐγείρω,,Q. ἐγείρω,144,起こす、立たせる,非難する,信じる,上げる,(144)起こす、立たせる,起こす、立たせる,(144)起こす、立たせる,"""true""","[quiz question=""起こす、立たせる,非難する,信じる,上げる"" answer=""起こす、立たせる"" kaisetsu=""(144)起こす、立たせる"" random=""true""]ἐγείρω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,流音子音,流音子音クイズ,χαίρω,,Q. χαίρω,74,喜ぶ,悲しむ,変える,見る,(74)喜ぶ,喜ぶ,(74)喜ぶ,"""true""","[quiz question=""喜ぶ,悲しむ,変える,見る"" answer=""喜ぶ"" kaisetsu=""(74)喜ぶ"" random=""true""]χαίρω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,特殊第2アオリスト,特殊第2アオリストクイズ,ἀναβαίνω,,Q. ἀναβαίνω,82,上がる、登る,下がる,降りる,飛ぶ,(82)上がる、登る,上がる、登る,(82)上がる、登る,"""true""","[quiz question=""上がる、登る,下がる,降りる,飛ぶ"" answer=""上がる、登る"" kaisetsu=""(82)上がる、登る"" random=""true""]ἀναβαίνω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,特殊第2アオリスト,特殊第2アオリストクイズ,καταβαίνω,,Q. καταβαίνω,81,下る、降りる,上がる、登る,肩が痛む,売る,(81)下る、降りる,下る、降りる,(81)下る、降りる,"""true""","[quiz question=""下る、降りる,上がる、登る,肩が痛む,売る"" answer=""下る、降りる"" kaisetsu=""(81)下る、降りる"" random=""true""]καταβαίνω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,特殊第2アオリスト,特殊第2アオリストクイズ,γινώσκω,,Q. γινώσκω,222,知っている,作る,見る,移動する,(222)知っている,知っている,(222)知っている,"""true""","[quiz question=""知っている,作る,見る,移動する"" answer=""知っている"" kaisetsu=""(222)知っている"" random=""true""]γινώσκω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,特殊第2アオリスト,特殊第2アオリストクイズ,άναγινώσκω,,Q. άναγινώσκω,32,読む,聴く,書く,計算する,(32)読む,読む,(32)読む,"""true""","[quiz question=""読む,聴く,書く,計算する"" answer=""読む"" kaisetsu=""(32)読む"" random=""true""]άναγινώσκω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,特殊第2アオリスト,特殊第2アオリストクイズ,ἐπιγινώσκω,,Q. ἐπιγινώσκω,44,認識する,見過ごす,遊ぶ,集う,(44)認識する,認識する,(44)認識する,"""true""","[quiz question=""認識する,見過ごす,遊ぶ,集う"" answer=""認識する"" kaisetsu=""(44)認識する"" random=""true""]ἐπιγινώσκω[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,命令形,命令形クイズ,ἰδού,,Q. ἰδού,200,見よ！,聞け！,歌え！,来い！,(200)見よ！　ἐιδονと関連している命令形,見よ！　ἐιδονと関連している命令形,(200)見よ！,"""true""","[quiz question=""見よ！,聞け！,歌え！,来い！"" answer=""見よ！"" kaisetsu=""(200)見よ！　ἐιδονと関連している命令形"" random=""true""]ἰδού[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,ἡμαρτον,,Q. ἡμαρτον,43,罪をおかした,苦しむ,笑う,はまる,(43)第2アオ　罪をおかした　現在はἁμαρτανω,第2アオ　罪をおかした　現在はἁμαρτανω,(43)罪をおかした,"""true""","[quiz question=""罪をおかした,苦しむ,笑う,はまる"" answer=""罪をおかした"" kaisetsu=""(43)第2アオ　罪をおかした　現在はἁμαρτανω"" random=""true""]ἡμαρτον[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,ἀπεθανον,,Q. ἀπεθανον,111,死んだ,飲む,喜ぶ,生きる,(111)第2アオ　死んだ　現在はἀποθνῃσκω,第2アオ　死んだ　現在はἀποθνῃσκω,(111)死んだ,"""true""","[quiz question=""死んだ,飲む,喜ぶ,生きる"" answer=""死んだ"" kaisetsu=""(111)第2アオ　死んだ　現在はἀποθνῃσκω"" random=""true""]ἀπεθανον[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,ἐβαλον,,Q. ἐβαλον,122,投げた,逃げる,受け取る,バカにする,(122)第2アオ　投げた　現在はβαλλω,第2アオ　投げた　現在はβαλλω,(122)投げた,"""true""","[quiz question=""投げた,逃げる,受け取る,バカにする"" answer=""投げた"" kaisetsu=""(122)第2アオ　投げた　現在はβαλλω"" random=""true""]ἐβαλον[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,εὑρον,,Q. εὑρον,176,見つけた,行く,学ぶ,リスクをとる,(176)第2アオ　見つけた　現在はεὑρισκω,第2アオ　見つけた　現在はεὑρισκω,(176)見つけた,"""true""","[quiz question=""見つけた,行く,学ぶ,リスクをとる"" answer=""見つけた"" kaisetsu=""(176)第2アオ　見つけた　現在はεὑρισκω"" random=""true""]εὑρον[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,κατεριπον,,Q. κατεριπον,24,立ち去った,知っている,苦しむ,語り合う,(24)第2アオ　立ち去った　現在はκαταλειπω,第2アオ　立ち去った　現在はκαταλειπω,(24)立ち去った,"""true""","[quiz question=""立ち去った,知っている,苦しむ,語り合う"" answer=""立ち去った"" kaisetsu=""(24)第2アオ　立ち去った　現在はκαταλειπω"" random=""true""]κατεριπον[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,ἐλαβον,,Q. ἐλαβον,258,受け取った,導く,飲む,乱暴にする,(258)第2アオ　受け取った　現在はλαμβανω,第2アオ　受け取った　現在はλαμβανω,(258)受け取った,"""true""","[quiz question=""受け取った,導く,飲む,乱暴にする"" answer=""受け取った"" kaisetsu=""(258)第2アオ　受け取った　現在はλαμβανω"" random=""true""]ἐλαβον[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,ἐμαθον,,Q. ἐμαθον,25,学んだ,持っている,逃げる,ダイエットする,(25)第2アオ　学んだ　現在はμανθανω,第2アオ　学んだ　現在はμανθανω,(25)学んだ,"""true""","[quiz question=""学んだ,持っている,逃げる,ダイエットする"" answer=""学んだ"" kaisetsu=""(25)第2アオ　学んだ　現在はμανθανω"" random=""true""]ἐμαθον[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,ἐπαθον,,Q. ἐπαθον,42,苦しんだ,倒れる,行く,パスモを使う,(42)第2アオ　苦しんだ　現在はπασχω,第2アオ　苦しんだ　現在はπασχω,(42)苦しんだ,"""true""","[quiz question=""苦しんだ,倒れる,行く,パスモを使う"" answer=""苦しんだ"" kaisetsu=""(42)第2アオ　苦しんだ　現在はπασχω"" random=""true""]ἐπαθον[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,ἐπιον,,Q. ἐπιον,73,飲んだ,なる,知っている,アイスを食べる,(73)第2アオ　飲んだ　現在はπινω,第2アオ　飲んだ　現在はπινω,(73)飲んだ,"""true""","[quiz question=""飲んだ,なる,知っている,アイスを食べる"" answer=""飲んだ"" kaisetsu=""(73)第2アオ　飲んだ　現在はπινω"" random=""true""]ἐπιον[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,ἐφυγον,,Q. ἐφυγον,29,逃げた,来る,導く,教える,(29)第2アオ　逃げた　現在はφευγω,第2アオ　逃げた　現在はφευγω,(29)逃げた,"""true""","[quiz question=""逃げた,来る,導く,教える"" answer=""逃げた"" kaisetsu=""(29)第2アオ　逃げた　現在はφευγω"" random=""true""]ἐφυγον[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,ἐβην,,Q. ἐβην,,行った,言う,罪を犯す,倍にする,()第2アオ　行った　現在はβαινω,第2アオ　行った　現在はβαινω,()行った,"""true""","[quiz question=""行った,言う,罪を犯す,倍にする"" answer=""行った"" kaisetsu=""()第2アオ　行った　現在はβαινω"" random=""true""]ἐβην[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,ἐγνων,,Q. ἐγνων,222,知っていた,食べる,死ぬ,買う,(222)第2アオ　知っていた　現在はγινωσκω,第2アオ　知っていた　現在はγινωσκω,(222)知っていた,"""true""","[quiz question=""知っていた,食べる,死ぬ,買う"" answer=""知っていた"" kaisetsu=""(222)第2アオ　知っていた　現在はγινωσκω"" random=""true""]ἐγνων[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,ἠγαγον,,Q. ἠγαγον,67,導いた,見る,投げる,顎が外れる,(67)第2アオ　導いた　現在はἀγω,第2アオ　導いた　現在はἀγω,(67)導いた,"""true""","[quiz question=""導いた,見る,投げる,顎が外れる"" answer=""導いた"" kaisetsu=""(67)第2アオ　導いた　現在はἀγω"" random=""true""]ἠγαγον[/quiz]",,,
11:動詞の特殊変化,11:動詞の特殊変化クイズ,第2アオリスト,第2アオリストクイズ,ἐσχον,,Q. ἐσχον,708,持っていた,運ぶ,見つける,倹約する,(708)第2アオ　持っていた　現在はἐχω,第2アオ　持っていた　現在はἐχω,(708)持っていた,"""true""","[quiz question=""持っていた,運ぶ,見つける,倹約する"" answer=""持っていた"" kaisetsu=""(708)第2アオ　持っていた　現在はἐχω"" random=""true""]ἐσχον[/quiz]",,,
